INTERFACE_TYPE,ITEM_CLASS,ITEM_CODE,ITEM_SPEC,ITEM_UNITS,ITEM_NAME,INSUR_CODE,INSUR_NAME,OPER,VSDATE,ORGAN_ID,INSUR_XZ,UPLOADPB,INSUR_LEVEL
GZNH,B,340201093010,1g*1000国产,袋,郁金,1,予以支付,罗爱群,,,,,
GZNH,B,340201093010,1g国产,克,郁金,1,予以支付,罗爱群,,,,,
GZYB,A,080501001860,500g自贡鸿鹤,袋,硫酸镁,19199999990001000001,医保不予支付的西药费用,罗爱群,,20150918004558,,,非医保
GZYB,A,080501002880,90ml南京白敬宇,瓶,蒙脱石混悬液,19199999990001000001,医保不予支付的西药费用,罗爱群,,20150918004560,,,非医保
GZYB,A,080501003630,10mg*12江苏正大,盒,消旋卡多曲颗粒,11115800000782000005,消旋卡多曲颗粒,罗爱群,,20150918004561,,,乙类
GZYB,A,080501003630,10mg江苏正大,袋,消旋卡多曲颗粒,11115800000782000005,消旋卡多曲颗粒,罗爱群,,20150918004562,,,乙类
GZYB,A,080501004850,20ml马应龙药业,支,开塞露,10115700000770000006,开塞露,罗爱群,,20150918004563,,,甲类
GZYB,A,080501005020,0.1g*100北京太洋,瓶,酚酞片,10015700000769000002,酚酞片,罗爱群,,20150918004564,,,甲类
GZYB,A,080501005020,0.1g*100临汾奇林,瓶,酚酞片,10015700000769000002,酚酞片,罗爱群,,20150918004565,,,甲类
GZYB,A,080501005020,0.1g北京太洋,片,酚酞片,10015700000769000002,酚酞片,罗爱群,,20150918004566,,,甲类
GZYB,B,340201082010,1g国产,克,乌药,40110000000147000001,医保准予支付的中药饮片及复方,罗爱群,,20150916003997,,,甲类
GZYB,B,340201082010,1g*1000国产,袋,乌药,40110000000147000001,医保准予支付的中药饮片及复方,罗爱群,,20150916004000,,,甲类
GZYB,B,340201081010,1g国产,克,威灵仙,40110000000147000001,医保准予支付的中药饮片及复方,罗爱群,,20150916004001,,,甲类
GZYB,B,340201081010,1g*1000国产,袋,威灵仙,40110000000147000001,医保准予支付的中药饮片及复方,罗爱群,,20150916004002,,,甲类
GZYB,B,340201080010,1g国产,克,土茯苓,40110000000147000001,医保准予支付的中药饮片及复方,罗爱群,,20150916004003,,,甲类
GZYB,B,340201080010,1g*1000国产,袋,土茯苓,40110000000147000001,医保准予支付的中药饮片及复方,罗爱群,,20150916004004,,,甲类
GZYB,B,340201079010,1g国产,克,天麻,40110000000147000001,医保准予支付的中药饮片及复方,罗爱群,,20150916004005,,,甲类
GZYB,B,340201079010,1g*1000国产,袋,天麻,40110000000147000001,医保准予支付的中药饮片及复方,罗爱群,,20150916004007,,,甲类
GZYB,A,010103003630,125mg:31.25mg南京东元,袋,阿莫西林克拉维酸钾颗粒Ⅰ,11101111500015020002,阿莫西林克拉维酸钾颗粒,罗爱群,,20150916003559,,,乙类
GZYB,A,030601001020,30mg上海医药,片,苯巴比妥片,10012700000609000002,苯巴比妥片,罗爱群,,20150916003849,,,甲类
GZYB,A,030601002170,0.1g福建闽东,支,苯巴比妥钠粉针,10012700000609010002,注射用苯巴比妥钠,罗爱群,,20150916003850,,,甲类
GZYB,A,030601003190,5mg:1ml江苏恩华,支,咪达唑仑针,10105120000254000002,咪达唑仑注射液,罗爱群,,20150916003851,,,甲类
GZYB,A,030601005190,2.5g:10ml*5杭州民生,盒,硫酸镁针▲,10016090000772010003,硫酸镁注射液,罗爱群,,20150916003852,,,甲类
GZYB,A,030601005190,2.5g:10ml杭州民生,支,硫酸镁针▲,10016090000772010003,硫酸镁注射液,罗爱群,,20150916003853,,,甲类
GZYB,A,030701001020,10mg*30意大利,盒,巴氯芬片,11105312000272000002,巴氯芬片,罗爱群,,20150916003854,,,乙类
GZYB,A,030701001020,10mg意大利,片,巴氯芬片,11105312000272000002,巴氯芬片,罗爱群,,20150916003855,,,乙类
GZYB,A,030701002020,2mg*100常州康普,瓶,苯海索片,10012120000551000002,盐酸苯海索片,罗爱群,,20150916003856,,,甲类
GZYB,A,030801001190,5mg*5上海旭东海,盒,氟哌利多针,11113112000639000001,氟哌利多,罗爱群,,20150916003857,,,乙类
GZYB,A,030801001190,5mg上海旭东海,支,氟哌利多针,11113112000639000001,氟哌利多,罗爱群,,20150916003858,,,乙类
GZYB,A,030801002190,25mg:1ml*10上海禾丰,盒,氯丙嗪针,10013111000629010001,氯丙嗪,罗爱群,,20150916003859,,,甲类
GZYB,A,030801002190,25mg:1ml上海禾丰,支,氯丙嗪针,10013111000629010001,氯丙嗪,罗爱群,,20150916003860,,,甲类
GZYB,A,170401002190,0.1g:5ml江苏恒瑞,支,依托泊苷针,10110150000492000002,依托泊苷注射液,罗爱群,,20150918004919,,,甲类
GZYB,A,170401003190,100mg:16.7ml江苏红豆杉,支,紫杉醇针,11110150000501000004,紫杉醇注射液,罗爱群,,20150918004920,,,乙类
GZYB,A,170401004190,20mg:0.5ml江苏恒瑞,支,多西他赛针,11110150000497000020,多西他赛注射液,罗爱群,,20150918004921,,,乙类
GZYB,A,170501001020,25mg*14齐鲁制药,盒,依西美坦片,11110230000513000002,依西美坦片,罗爱群,,20150918004922,,,乙类
GZYB,A,170501002020,10mg*60扬州江药业,盒,他莫昔芬片,10110220000505000006,枸橼酸他莫昔芬片,罗爱群,,20150918004923,,,甲类
GZYB,A,170501003020,2.5mg*10江苏恒瑞,盒,来曲唑片,11110230000512000002,来曲唑片,罗爱群,,20150918004924,,,乙类
GZYB,A,170501003020,2.5mg江苏恒瑞,片,来曲唑片,11110230000512000002,来曲唑片,罗爱群,,20150918004925,,,乙类
GZYB,A,170501004020,40mg*14宁波天衡,瓶,托瑞米芬片,11110220000508000001,托瑞米芬,罗爱群,,20150918004926,,,乙类
GZYB,A,170601001180,4mg江苏恒瑞,支,唑来膦酸粉针,11108730000400000002,注射用唑来膦酸,罗爱群,,20150918004927,,,乙类
GZYB,A,170601002190,20mg:20ml南京制药厂,支,顺铂针,10110110000441000013,顺铂注射液,罗爱群,,20150918004928,,,甲类
GZYB,A,170601003190,50mg:10ml齐鲁制药,支,卡铂注射液,10110110000438000003,卡铂注射液,罗爱群,,20150918004929,,,甲类
GZYB,A,170601004170,100mg广东岭南制,支,亚叶酸钙粉针,11110300000517010006,注射用亚叶酸钙,罗爱群,,20150918004930,,,乙类
GZYB,A,180101001190,200mg江苏恒瑞,支,环磷酰胺针,10110110000437010002,注射用环磷酰胺,罗爱群,,20150918004931,,,甲类
GZYB,A,180201001180,2mg*5浙江丰安,盒,脾氨肽口服冻干粉,19199999990001000001,医保不予支付的西药费用,罗爱群,,20150918004932,,,非医保
GZYB,A,180201001180,2mg浙江丰安,瓶,脾氨肽口服冻干粉,19199999990001000001,医保不予支付的西药费用,罗爱群,,20150918004933,,,非医保
GZYB,A,180201002290,100ml四川通园,瓶,羧甲淀粉钠溶液,19199999990001000001,医保不予支付的西药费用,罗爱群,,20150918004934,,,非医保
GZYB,A,180201003290,0.4g:10ml*6江苏吴中医,盒,匹多莫德口服溶液,19199999990001000001,医保不予支付的西药费用,罗爱群,,20150918004935,,,非医保
GZYB,A,180201003290,0.4g:10ml*6苏州长征,盒,匹多莫德口服溶液,19199999990001000001,医保不予支付的西药费用,罗爱群,,20150918004936,,,非医保
GZYB,A,030901001020,10mg*100北京中新制,瓶,谷维素片,11112900000622000004,谷维素片,罗爱群,,20150916003861,,,乙类
GZYB,A,030901001020,10mg*100常州康普,瓶,谷维素片,11112900000622000004,谷维素片,罗爱群,,20150916003862,,,乙类
GZYB,A,030901001020,10mg上海玉瑞,片,谷维素片,11112900000622000004,谷维素片,罗爱群,,20150916003863,,,乙类
GZYB,A,030901001020,10mg上海金不换,片,谷维素片,11112900000622000004,谷维素片,罗爱群,,20150916003864,,,乙类
GZYB,A,030901001020,10mg常州康普,片,谷维素片,11112900000622000004,谷维素片,罗爱群,,20150916003865,,,乙类
GZYB,A,030901001020,10mg北京中新制,片,谷维素片,11112900000622000004,谷维素片,罗爱群,,20150916003866,,,乙类
GZYB,A,030901001020,10mg*100上海玉瑞,瓶,谷维素片,11112900000622000004,谷维素片,罗爱群,,20150916003867,,,乙类
GZYB,A,030901001020,10mg*100上海金不换,瓶,谷维素片,11112900000622000004,谷维素片,罗爱群,,20150916003868,,,乙类
GZNH,A,010901005020,50万u*100山东鲁抗,瓶,制霉菌素片Ⅰ,1,予以支付,罗爱群,,,,,
GZNH,A,010901005020,50万u山东鲁抗,片,制霉菌素片Ⅰ,1,予以支付,罗爱群,,,,,
GZNH,A,010901006020,0.125g*14保定步长天,盒,特比奈芬片Ⅰ,1,予以支付,罗爱群,,,,,
GZNH,A,010901007190,100mg:50ml法国,瓶,氟康唑注射液Ⅱ,1,予以支付,罗爱群,,,,,
GZNH,A,010901008190,100mg:50ml法国,瓶,氟康唑氯化钠注射液Ⅱ,1,予以支付,罗爱群,,,,,
GZNH,A,011001001330,10.5g上海医药,支,利巴韦林气雾剂,3,不予支付,罗爱群,,,,,
GZNH,A,011001005020,0.1g*100上海华源,瓶,吗啉胍片,1,予以支付,罗爱群,,,,,
GZNH,A,011001005020,0.1g*100扬州星斗,瓶,吗啉胍片,1,予以支付,罗爱群,,,,,
GZNH,A,011001005020,0.1g上海华源,片,吗啉胍片,1,予以支付,罗爱群,,,,,
GZNH,A,011001005020,0.1g扬州星斗,片,吗啉胍片,1,予以支付,罗爱群,,,,,
GZNH,A,011001008190,0.1g:1ml*10石药集团,盒,利巴韦林针,1,予以支付,罗爱群,,,,,
GZNH,A,011001008190,0.1g:1ml石药集团,支,利巴韦林针,1,予以支付,罗爱群,,,,,
GZNH,A,011001009180,50mg山东罗欣,支,更昔洛韦粉针,1,予以支付,罗爱群,,,,,
GZNH,A,011101001190,0.6g:2ml*10河南天方,盒,林可霉素针Ⅰ,1,予以支付,罗爱群,,,,,
GZNH,A,011101001190,0.6g:2ml*10山东方明,盒,林可霉素针Ⅰ,1,予以支付,罗爱群,,,,,
GZNH,A,011101001190,0.6g:2ml河南天方,支,林可霉素针Ⅰ,1,予以支付,罗爱群,,,,,
GZNH,A,011101001190,0.6g:2ml山东方明,支,林可霉素针Ⅰ,1,予以支付,罗爱群,,,,,
GZNH,A,011101002180,0.25g海南葫芦娃,支,克林霉素磷酸酯粉针Ⅰ,1,予以支付,罗爱群,,,,,
GZNH,A,011101003900,75mg*12广州一品红,盒,克林霉素棕榈酸脂分散片Ⅰ,1,予以支付,罗爱群,,,,,
GZNH,A,011101003900,75mg广州一品红,片,克林霉素棕榈酸脂分散片Ⅰ,1,予以支付,罗爱群,,,,,
GZNH,A,020101001020,0.1g*6西安杨森,盒,甲苯咪唑片,1,予以支付,罗爱群,,,,,
GZNH,A,030101001190,3mg:1ml*10上海禾丰,盒,洛贝林针,1,予以支付,罗爱群,,,,,
GZNH,A,030101001190,3mg:1ml*5华润双鹤,盒,洛贝林针,1,予以支付,罗爱群,,,,,
GZNH,A,030101001190,3mg:1ml华润双鹤,支,洛贝林针,1,予以支付,罗爱群,,,,,
GZNH,A,030101001190,3mg:1ml上海禾丰,支,洛贝林针,1,予以支付,罗爱群,,,,,
GZYB,A,030601004860,1g青岛宇龙,克,水合氯醛,19199999990001000001,医保不予支付的西药费用,罗爱群,,20150916003869,,,非医保
GZNH,A,030101002190,1.5ml:0.375g*10天津金耀,盒,尼可刹米针,1,予以支付,罗爱群,,,,,
GZNH,A,030101002190,1.5ml:0.375g天津金耀,支,尼可刹米针,1,予以支付,罗爱群,,,,,
GZNH,A,030101003190,20mg:1ml*10意大利,盒,枸橼酸咖啡因针,3,不予支付,罗爱群,,,,,
GZNH,A,030101003190,20mg:1ml意大利,支,枸橼酸咖啡因针,3,不予支付,罗爱群,,,,,
GZNH,A,030201001190,30mg:1ml华润双鹤,支,喷他佐辛针,3,不予支付,罗爱群,,,,,
GZNH,A,030201003190,50mg青海制药,支,哌替啶针,1,予以支付,罗爱群,,,,,
GZNH,A,030201005190,10mg东北制药,支,吗啡针,1,予以支付,罗爱群,,,,,
GZNH,A,030201006190,1mg:1ml江苏恒瑞,支,酒石酸布托啡诺针,3,不予支付,罗爱群,,,,,
GZNH,A,030201007190,0.1mg:2ml*10宜昌人福,盒,芬太尼针,1,予以支付,罗爱群,,,,,
GZNH,A,030201007190,0.1mg:2ml宜昌人福,支,芬太尼针,1,予以支付,罗爱群,,,,,
GZNH,A,030201008190,100mg:2ml*5德国格兰泰,盒,曲马多针,1,予以支付,罗爱群,,,,,
GZNH,A,030201008190,100mg:2ml德国格兰泰,支,曲马多针,1,予以支付,罗爱群,,,,,
GZNH,A,030301001760,50mg*10湖北成田,盒,双氯芬酸钠栓,3,不予支付,罗爱群,,,,,
GZNH,A,030301001760,50mg湖北成田,粒,双氯芬酸钠栓,3,不予支付,罗爱群,,,,,
GZNH,A,030301003760,50mg*6山西迈迪,盒,右旋布洛芬栓,3,不予支付,罗爱群,,,,,
GZNH,A,030301003760,50mg山西迈迪,粒,右旋布洛芬栓,3,不予支付,罗爱群,,,,,
GZNH,A,030301004190,2ml*10开封制药,盒,复方氨林巴比妥针,1,予以支付,罗爱群,,,,,
GZNH,A,030301004190,2ml*10山西晋新,盒,复方氨林巴比妥针,1,予以支付,罗爱群,,,,,
GZNH,A,030301004190,2ml开封制药,支,复方氨林巴比妥针,1,予以支付,罗爱群,,,,,
GZNH,A,030301004190,2ml山西晋新,支,复方氨林巴比妥针,1,予以支付,罗爱群,,,,,
GZNH,A,030301005760,50mg*10马应龙药业,粒,吲哚美辛栓,1,予以支付,罗爱群,,,,,
GZNH,A,030301005760,50mg马应龙药业,粒,吲哚美辛栓,1,予以支付,罗爱群,,,,,
GZNH,A,030301006020,25mg*100山西临汾,瓶,吲哚美辛片,1,予以支付,罗爱群,,,,,
GZNH,A,030301006020,25mg山西临汾,片,吲哚美辛片,1,予以支付,罗爱群,,,,,
GZNH,A,030501005020,0.1g*100上海信谊,瓶,卡马西平片,1,予以支付,罗爱群,,,,,
GZNH,A,030501005020,0.1g*100宜昌人福,瓶,卡马西平片,1,予以支付,罗爱群,,,,,
GZNH,A,030501006020,25mg*60西安杨森,盒,托吡酯片,1,予以支付,罗爱群,,,,,
GZNH,A,030601003190,5mg:1ml江苏恩华,支,咪达唑仑针,3,不予支付,罗爱群,,,,,
GZNH,A,030601004860,1g*2500青岛宇龙,桶,水合氯醛,3,不予支付,罗爱群,,,,,
GZNH,A,030601004860,1g青岛宇龙,克,水合氯醛,3,不予支付,罗爱群,,,,,
GZNH,A,030601005190,2.5g:10ml*5杭州民生,盒,硫酸镁针▲,1,予以支付,罗爱群,,,,,
GZNH,A,030601005190,2.5g:10ml杭州民生,支,硫酸镁针▲,1,予以支付,罗爱群,,,,,
GZNH,A,030801001190,5mg*5上海旭东海,盒,氟哌利多针,1,予以支付,罗爱群,,,,,
GZNH,A,030801001190,5mg上海旭东海,支,氟哌利多针,1,予以支付,罗爱群,,,,,
GZNH,A,030801002190,25mg:1ml*10上海禾丰,盒,氯丙嗪针,1,予以支付,罗爱群,,,,,
GZNH,A,030801002190,25mg:1ml上海禾丰,支,氯丙嗪针,1,予以支付,罗爱群,,,,,
GZNH,A,030901001020,10mg*100常州康普,瓶,谷维素片,1,予以支付,罗爱群,,,,,
GZNH,A,030901001020,10mg*100上海金不换,瓶,谷维素片,1,予以支付,罗爱群,,,,,
GZNH,A,030901001020,10mg*100上海玉瑞,瓶,谷维素片,1,予以支付,罗爱群,,,,,
GZNH,A,030901001020,10mg常州康普,片,谷维素片,1,予以支付,罗爱群,,,,,
GZNH,A,030901001020,10mg上海金不换,片,谷维素片,1,予以支付,罗爱群,,,,,
GZNH,A,030901001020,10mg上海玉瑞,片,谷维素片,1,予以支付,罗爱群,,,,,
GZNH,A,030901005020,2mg*100湖南洞庭,瓶,氯硝西泮片,1,予以支付,罗爱群,,,,,
GZNH,A,030901005020,2mg*100上海信谊,瓶,氯硝西泮片,1,予以支付,罗爱群,,,,,
GZNH,A,030901005020,2mg湖南洞庭,片,氯硝西泮片,1,予以支付,罗爱群,,,,,
GZNH,A,030901005020,2mg上海信谊,片,氯硝西泮片,1,予以支付,罗爱群,,,,,
GZNH,A,031201007250,5mg*20西安杨森,盒,氟桂利嗪胶囊,1,予以支付,罗爱群,,,,,
GZNH,A,040102001190,100mg:2ml*10福建古田,盒,氯胺酮针▲,1,予以支付,罗爱群,,,,,
GZNH,A,040102001190,100mg:2ml福建古田,支,氯胺酮针▲,1,予以支付,罗爱群,,,,,
GZNH,A,040201001190,40mg:2ml*10常熟雷允上,盒,普鲁卡因肾上腺素针,3,不予支付,罗爱群,,,,,
GZNH,A,040201001190,40mg:2ml常熟雷允上,支,普鲁卡因肾上腺素针,3,不予支付,罗爱群,,,,,
GZNH,A,040201003190,0.1g:5ml*5山东圣鲁,盒,利多卡因针▲,1,予以支付,罗爱群,,,,,
GZNH,A,040201003190,0.1g:5ml山东圣鲁,支,利多卡因针▲,1,予以支付,罗爱群,,,,,
GZNH,A,040201006190,119.2mg*5山西普德,支,罗哌卡因针,1,予以支付,罗爱群,,,,,
GZNH,A,040201006190,119.2mg山西普德,支,罗哌卡因针,1,予以支付,罗爱群,,,,,
GZNH,A,040201007190,0.04g:2ml*10山东方明,盒,普鲁卡因针,1,予以支付,罗爱群,,,,,
GZNH,A,040201007190,0.04g:2ml*10天津药业,盒,普鲁卡因针,1,予以支付,罗爱群,,,,,
GZNH,A,040201007190,0.04g:2ml山东方明,支,普鲁卡因针,1,予以支付,罗爱群,,,,,
GZNH,A,040201007190,0.04g:2ml天津药业,支,普鲁卡因针,1,予以支付,罗爱群,,,,,
GZNH,A,040301002180,4mg*10山西普德,盒,维库溴铵针,1,予以支付,罗爱群,,,,,
GZNH,A,040301002180,4mg南京新百,支,维库溴铵针,1,予以支付,罗爱群,,,,,
GZNH,A,040301002180,4mg山西普德,支,维库溴铵针,1,予以支付,罗爱群,,,,,
GZNH,A,040301003190,2ml:0.1g*2上海旭东海,盒,琥珀胆碱针,1,予以支付,罗爱群,,,,,
GZNH,B,340201094010,1g*1000国产,袋,远志,1,予以支付,罗爱群,,,,,
GZNH,B,340201094010,1g国产,克,远志,1,予以支付,罗爱群,,,,,
GZNH,B,340201095010,1g*1000国产,袋,云木香,1,予以支付,罗爱群,,,,,
GZNH,B,340201095010,1g国产,克,云木香,1,予以支付,罗爱群,,,,,
GZNH,B,340201096010,1g*1000国产,袋,泽泻,1,予以支付,罗爱群,,,,,
GZNH,B,340201096010,1g国产,克,泽泻,1,予以支付,罗爱群,,,,,
GZNH,B,340201097010,1g*1000国产,袋,扎参,1,予以支付,罗爱群,,,,,
GZNH,B,340201097010,1g国产,克,扎参,1,予以支付,罗爱群,,,,,
GZNH,B,340201098010,1g*1000国产,袋,知母,1,予以支付,罗爱群,,,,,
GZNH,B,340201098010,1g国产,克,知母,1,予以支付,罗爱群,,,,,
GZNH,B,340201099010,1g*1000国产,袋,制草乌,1,予以支付,罗爱群,,,,,
GZNH,B,340201099010,1g国产,克,制草乌,1,予以支付,罗爱群,,,,,
GZNH,B,340201100010,1g*1000国产,袋,制川乌,1,予以支付,罗爱群,,,,,
GZNH,B,340201100010,1g国产,克,制川乌,1,予以支付,罗爱群,,,,,
GZNH,B,340201101010,1g*1000国产,袋,朱苓,1,予以支付,罗爱群,,,,,
GZNH,B,340201101010,1g国产,克,朱苓,1,予以支付,罗爱群,,,,,
GZNH,B,340201102010,1g*1000国产,袋,苎麻根,1,予以支付,罗爱群,,,,,
GZNH,B,340201102010,1g国产,克,苎麻根,1,予以支付,罗爱群,,,,,
GZNH,B,340201103010,1g*1000国产,袋,紫草,1,予以支付,罗爱群,,,,,
GZNH,B,340201103010,1g国产,克,紫草,1,予以支付,罗爱群,,,,,
GZNH,B,340201104010,1g*1000国产,袋,紫芫,1,予以支付,罗爱群,,,,,
GZNH,B,340201105010,1g*400国产,袋,芒硝粉,1,予以支付,罗爱群,,,,,
GZNH,B,340201105010,1g国产,克,芒硝粉,1,予以支付,罗爱群,,,,,
GZNH,B,340401005010,1g*1000国产,袋,龟板,1,予以支付,罗爱群,,,,,
GZNH,B,340401007010,1g*1000国产,袋,鸡内金,1,予以支付,罗爱群,,,,,
GZNH,B,340401007010,1g国产,克,鸡内金,1,予以支付,罗爱群,,,,,
GZNH,B,340401008010,1g*1000国产,袋,僵蚕,1,予以支付,罗爱群,,,,,
GZNH,B,340401008010,1g国产,克,僵蚕,1,予以支付,罗爱群,,,,,
GZNH,B,340401011010,1g*1000国产,袋,全虫,1,予以支付,罗爱群,,,,,
GZNH,B,340401011010,1g国产,克,全虫,1,予以支付,罗爱群,,,,,
GZNH,B,340401012010,1g*1000国产,袋,水蛭,1,予以支付,罗爱群,,,,,
GZNH,B,340401012010,1g国产,克,水蛭,1,予以支付,罗爱群,,,,,
GZNH,B,340401013010,1g*1000国产,袋,五谷虫,1,予以支付,罗爱群,,,,,
GZNH,B,340401013010,1g国产,克,五谷虫,1,予以支付,罗爱群,,,,,
GZNH,B,340401014010,1g*250国产,盒,龟角胶,1,予以支付,罗爱群,,,,,
GZNH,B,340401014010,1g国产,克,龟角胶,1,予以支付,罗爱群,,,,,
GZNH,B,340401015010,1g*250国产,盒,鹿角胶,1,予以支付,罗爱群,,,,,
GZNH,B,340401015010,1g国产,克,鹿角胶,1,予以支付,罗爱群,,,,,
GZNH,B,340401016010,1g国产,支,鹿血晶,1,予以支付,罗爱群,,,,,
GZNH,B,340501004010,1g*1000国产,袋,桂枝,1,予以支付,罗爱群,,,,,
GZNH,B,340501004010,1g国产,克,桂枝,1,予以支付,罗爱群,,,,,
GZNH,B,340501005010,1g*1000国产,袋,桑寄生,1,予以支付,罗爱群,,,,,
GZNH,B,340501005010,1g国产,克,桑寄生,1,予以支付,罗爱群,,,,,
GZNH,B,340501006010,1g*1000国产,袋,生竹茹,1,予以支付,罗爱群,,,,,
GZNH,B,340501006010,1g国产,克,生竹茹,1,予以支付,罗爱群,,,,,
GZNH,B,340601002010,1g*1000国产,袋,海风藤,1,予以支付,罗爱群,,,,,
GZNH,B,340601002010,1g国产,克,海风藤,1,予以支付,罗爱群,,,,,
GZNH,B,340601003010,1g*1000国产,袋,鸡血藤,1,予以支付,罗爱群,,,,,
GZNH,B,340601003010,1g国产,克,鸡血藤,1,予以支付,罗爱群,,,,,
GZNH,B,340601004010,1g*1000国产,袋,络石藤,1,予以支付,罗爱群,,,,,
GZNH,B,340601004010,1g国产,克,络石藤,1,予以支付,罗爱群,,,,,
GZNH,B,340601005010,1g*1000国产,袋,首乌藤,1,予以支付,罗爱群,,,,,
GZNH,B,340601005010,1g国产,克,首乌藤,1,予以支付,罗爱群,,,,,
GZNH,B,340601006010,1g*1000国产,袋,钩藤,1,予以支付,罗爱群,,,,,
GZNH,B,340601006010,1g国产,克,钩藤,1,予以支付,罗爱群,,,,,
GZNH,A,120201002190,10mg:2ml河南润弘,支,氢化可的松针,1,予以支付,罗爱群,,,,,
GZNH,B,340701006010,1g*1000国产,袋,佩兰,1,予以支付,罗爱群,,,,,
GZNH,B,340701006010,1g国产,克,佩兰,1,予以支付,罗爱群,,,,,
GZNH,B,340701007010,1g国产,克,枇杷叶,1,予以支付,罗爱群,,,,,
GZNH,A,120201002190,10mg:2ml*10郑州羚锐,盒,氢化可的松针,1,予以支付,罗爱群,,,,,
GZNH,B,340701008010,1g国产,克,双叶,1,予以支付,罗爱群,,,,,
GZNH,B,340701009010,1g*1000国产,袋,竹叶,1,予以支付,罗爱群,,,,,
GZNH,B,340701009010,1g国产,克,竹叶,1,予以支付,罗爱群,,,,,
GZNH,B,340701010010,1g*1000国产,袋,紫苏叶,1,予以支付,罗爱群,,,,,
GZNH,B,340701010010,1g国产,克,紫苏叶,1,予以支付,罗爱群,,,,,
GZNH,B,340801002010,1g国产,克,红花,1,予以支付,罗爱群,,,,,
GZNH,B,340801003010,1g国产,克,菊花,1,予以支付,罗爱群,,,,,
GZNH,B,340801004010,1g*1000国产,袋,款冬花,1,予以支付,罗爱群,,,,,
GZNH,B,340801004010,1g国产,克,款冬花,1,予以支付,罗爱群,,,,,
GZNH,B,340801005010,1g*1000国产,袋,生蒲黄,1,予以支付,罗爱群,,,,,
GZNH,B,340801005010,1g国产,克,生蒲黄,1,予以支付,罗爱群,,,,,
GZNH,B,340801006010,1g*1000国产,袋,辛于花,1,予以支付,罗爱群,,,,,
GZNH,B,340801006010,1g国产,克,辛于花,1,予以支付,罗爱群,,,,,
GZNH,B,340801007010,1g*1000国产,袋,野菊花,1,予以支付,罗爱群,,,,,
GZNH,B,340801007010,1g国产,克,野菊花,1,予以支付,罗爱群,,,,,
GZNH,B,340801008010,1g*1000国产,袋,银花,1,予以支付,罗爱群,,,,,
GZNH,B,340801008010,1g国产,克,银花,1,予以支付,罗爱群,,,,,
GZNH,B,341111002010,1g*1000国产,袋,凤尾草,1,予以支付,罗爱群,,,,,
GZNH,B,341111002010,1g国产,克,凤尾草,1,予以支付,罗爱群,,,,,
GZNH,B,341111003010,1g*1000国产,袋,金钱草,1,予以支付,罗爱群,,,,,
GZNH,B,341111003010,1g国产,克,金钱草,1,予以支付,罗爱群,,,,,
GZNH,B,341111004010,1g*1000国产,袋,荆芥,1,予以支付,罗爱群,,,,,
GZNH,B,341111004010,1g国产,克,荆芥,1,予以支付,罗爱群,,,,,
GZNH,B,341111005010,1g国产,克,瞿麦,1,予以支付,罗爱群,,,,,
GZNH,B,341111006010,1g*1000国产,袋,龙胆草,1,予以支付,罗爱群,,,,,
GZNH,B,341111006010,1g国产,克,龙胆草,1,予以支付,罗爱群,,,,,
GZNH,B,341111007010,1g*1000国产,袋,墨旱莲,1,予以支付,罗爱群,,,,,
GZNH,B,341111007010,1g国产,克,墨旱莲,1,予以支付,罗爱群,,,,,
GZNH,B,341111009010,1g*1000国产,袋,蒲公英,1,予以支付,罗爱群,,,,,
GZNH,B,341111009010,1g国产,克,蒲公英,1,予以支付,罗爱群,,,,,
GZNH,B,341111010010,1g*1000国产,袋,茜草,1,予以支付,罗爱群,,,,,
GZNH,B,341111010010,1g国产,克,茜草,1,予以支付,罗爱群,,,,,
GZNH,B,341111011010,1g*1000国产,袋,青蒿草,1,予以支付,罗爱群,,,,,
GZNH,B,341111011010,1g国产,克,青蒿草,1,予以支付,罗爱群,,,,,
GZNH,B,341111012010,1g*1000国产,袋,伸筋草,1,予以支付,罗爱群,,,,,
GZNH,B,341111012010,1g国产,克,伸筋草,1,予以支付,罗爱群,,,,,
GZNH,B,341111013010,1g*1000国产,板,生艾叶,1,予以支付,罗爱群,,,,,
GZNH,B,341111013010,1g国产,克,生艾叶,1,予以支付,罗爱群,,,,,
GZNH,B,341111014010,1g*1000国产,袋,通草,1,予以支付,罗爱群,,,,,
GZNH,B,341111014010,1g国产,克,通草,1,予以支付,罗爱群,,,,,
GZNH,B,341111015010,1g*1000国产,袋,透骨草,1,予以支付,罗爱群,,,,,
GZNH,B,341111015010,1g国产,克,透骨草,1,予以支付,罗爱群,,,,,
GZNH,B,341111016010,1g*1000国产,袋,细辛,1,予以支付,罗爱群,,,,,
GZYB,A,070401002290,100ml上海强生,瓶,愈酚伪麻口服溶液,19199999990001000001,医保不予支付的西药费用,罗爱群,,20150916004205,,,非医保
GZYB,A,030601001020,30mg*100上海医药,瓶,苯巴比妥片,10012700000609000002,苯巴比妥片,罗爱群,,20150916003848,,,甲类
GZYB,B,252601001630,15g江阴天江,袋,败酱草颗粒剂,40110000000147000001,医保准予支付的中药饮片及复方,罗爱群,,20150918004538,,,甲类
GZYB,B,252302003630,30g江阴天江,袋,煅龙骨颗粒剂,40110000000147000001,医保准予支付的中药饮片及复方,罗爱群,,20150918004539,,,甲类
